Key,schinese,tchinese
resourceMedCaliberCasingDesc,中口径弹壳是生产各类弹药的关键部件。,中口徑彈殼是生產各類彈藥的關鍵部件。
resourceHighCaliberCasing,子弹壳（大口径）,子彈殼（大口徑）
resourceHighCaliberCasingDesc,大口径弹壳是各类弹药生产的关键部件。,大口徑彈殼是各類彈藥生產的關鍵部件。
resourceLowCaliberBulletTip,子弹头（小口径）,子彈頭（小口徑）
resourceLowCaliberBulletTipDesc,小口径子弹头是生产各类弹药的关键部件。,小口徑子彈頭是生產各類彈藥的關鍵部件。
resourceMedCaliberBulletTip,子弹头（中口径）,子彈頭（中口徑）
resourceMedCaliberBulletTipDesc,中口径子弹头是生产各类弹药的关键部件。,中口徑子彈頭是生產各類彈藥的關鍵部件。
resourceHighCaliberBulletTip,子弹头（大口径）,子彈頭（大口徑）
resourceHighCaliberBulletTipDesc,大口径子弹头是生产各类弹药的关键部件。,大口徑子彈頭是生產各類彈藥的關鍵部件。
resourceEmptyShotgunShell,空霰弹枪弹壳,空霰彈槍彈殼
resourceEmptyShotgunShellDesc,霰弹枪弹对于任何类型的霰弹枪弹药的生产都至关重要。,霰彈槍彈對於任何類型的霰彈槍彈藥的生產都至關重要。
resourceWeaponRepairKit,武器修理套件,武器修理套件
resourceWeaponRepairKitDesc,武器修理套件用于修理各种远程枪械。,武器修理套件用於修理各種遠程槍械。
resourceArmorRepairKit,装甲修理套件,裝甲修理套件
resourcePrinterPaper,打印纸,影印紙
resourcePrinterPaperDesc,打印纸可以被报废为纸张。,影印紙可以被報廢為紙張。
resourceToiletPaper,卫生纸,衛生紙
resourceToiletPaperDesc,卫生纸可以被报废为纸张。,衛生紙可以被報廢為紙張。
resourceNewspaper,报纸,報紙
resourceNewspaperDesc,报纸可以被报废为纸张。,報紙可以被報廢為紙張。
resourceOldBook,旧书,舊書
resourceOldBookDesc,旧书可以被报废为纸张。,舊書可以被報廢為紙張。
resourceClassicMatches,火柴,火柴
resourceClassicMatchesDesc,火柴可以制作火药。还可用于製作管状炸弹或製作硫酸。,火柴可以製作火藥。還可用於製作管狀炸彈或製作硫酸。
resourceBottleOfHydrogenPeroxide,一瓶过氧化氢,一瓶過氧化氫
resourceBottleOfHydrogenPeroxideDesc,过氧化氢不仅可用于淨化髒水，还有许多其他用途。,過氧化氫不僅可用於淨化髒水，還有許多其他用途。
resourceCanisterWithPurifiedWater,纯净水罐,純淨水罐
resourceCanisterWithPurifiedWaterDesc,这个罐子里有很多珍贵的水。它也可以用来制作化学制品。,這個罐子裡有很多珍貴的水。它也可以用來製作化學製品。
resourceCanOfWhiteSalt,一罐白盐,一罐白鹽
resourceCanOfWhiteSaltDesc,盐的使用已有数百年历史。可以用来製作食物和化学物品。,鹽的使用已有數百年歷史。可以用來製作食物和化學物品。
resourceOxBbleach,Ox漂白剂,Ox漂白劑
resourceOxBbleachDesc,漂白剂可用于给水消毒。是化学工艺中有用的成分。,漂白劑可用於給水消毒。是化學工藝中有用的成分。
resourceSmokedChimneyDrainCleaner,排水管清洁剂,排水管清潔劑
resourceSmokedChimneyDrainCleanerDesc,是制作化学品的有用成分。,是製作化學品的有用成分。
resourceOFZ30x165mmShell,30×165mm机砲弹壳,30×165mm機砲彈殼
resourceOFZ30x165mmShellDesc,可以报废拆解，或者有人会花钱买下它。,可以報廢拆解，或者有人會花錢買下它。
resourceTP200TNTBrick,TP200 TNT砖,TP200 TNT磚
resourceTP200TNTBrickDesc,制作炸药的有用原料。,製作炸藥的有用原料。
resourceUZRGMGrenadeFuze,手榴弹引信,手榴彈引信
resourceUZRGMGrenadeFuzeDesc,可以用作手榴弹。,可以用作手榴彈。
resourceWeaponParts,[09FF00]武器部件[-],[09FF00]武器部件[-]
resourceWeaponPartsDesc,武器部件是一种宝贵的资源，尤其是在武器制造中。,武器部件是一種寶貴的資源，尤其是在武器製造中。
resourceWD40,[004CFF]WD40 (100ml)[-],[004CFF]WD40 (100ml)[-]
resourceWD40Desc,稀有资源，应用范围广泛。\n\n用于製作 T3 物品和配件。,稀有資源，應用範圍廣泛。\n\n用於製作 T3 物品和配件。
resourceMultitool,[09FF00]Leatherman万用刀[-],[09FF00]Leatherman瑞士刀[-]
resourceMultitoolDesc,稀有资源，应用范围广泛。\n\n用于製作 T3 物品和配件。,稀有资源，应用范围广泛。\n\n用于製作 T1 和 T2 指南书、T2 物品和配件。,稀有資源，應用範圍廣泛。\n\n用於製作 T3 物品和配件。,稀有資源，應用範圍廣泛。\n\n用於製作 T1 和 T2 指南書、T2 物品和配件。
resourceToolset,[FFD700]工具组[-],[FFD700]工具組[-]
resourceToolsetDesc,稀有资源，应用范围广泛。\n\n用于製作 T3 物品和配件。,稀有资源，应用范围广泛。\n\n用于製作 T3 / T4 / T5 指南书、T5 物品和配件。,稀有資源，應用範圍廣泛。\n\n用於製作 T3 物品和配件。,稀有資源，應用範圍廣泛。\n\n用於製作 T3 / T4 / T5 指南書、T5 物品和配件。
resourceDisposableSyringe,一次性注射器,一次性注射器
resourceDisposableSyringeDesc,你不会想用它，但事情就是这样,你不會想用它，但事情就是這樣。
resourcePileOfMeds,一堆药,一堆藥
resourcePileOfMedsDesc,对于制作医疗用品很有用。,對於製作醫療用品很有用。
resourceSalineSolution,生理食盐水,生理食鹽水
resourceSalineSolutionDesc,可用于製作各种医疗用具。,可用於製作各種醫療用具。
resourceRouble,卢布,盧布
resourceRoubleDesc,卢布是这一带的主要货币。,盧布是這一帶的主要貨幣。
foodMayo,Devildog蛋黄酱,Devildog美乃滋
foodMayoDesc,一罐蛋黄酱，吸溜吸溜,一罐美乃滋，窸窣叫
foodSausage,盐味热狗,鹽味熱狗
foodSausageDesc,并不包含真的狗肉,並不包含真的狗肉
foodOatFlakes,燕麦片,燕麥片
foodOatFlakesDesc,良好的碳水化合物来源。,良好的碳水化合物來源。
foodWheatFlour,一包小麦粉,一包小麥粉
foodWheatFlourDesc,用小麦製作麵包已有数百年的历史。,用小麥製作麵包已有數百年的歷史。
foodBread,面包,麵包
foodBreadDesc,一个面包。,一個面包。
foodBeefstew,图尚卡罐头,圖尚卡罐頭
foodBeefstewDesc,小罐炖牛肉。,小罐燉牛肉。
foodBeefstew2,图尚卡罐头,圖尚卡罐頭
foodBeefstew2Desc,大罐炖牛肉。,大罐燉牛肉。
foodCannedSaira,秋刀鱼罐头,秋刀魚罐頭
foodCannedSairaDesc,尽情享受秋刀鱼吧。,盡情享受秋刀魚吧。
foodCondensedMilk,一罐炼乳,一罐煉乳
foodCondensedMilkDesc,一罐美味的糖牛奶。一份珍贵的享受。,一罐美味的糖牛奶。一份珍貴的享受。
foodHerring,鲱鱼罐头,鯡魚罐頭
foodHerringDesc,一个装有鲱鱼的漂亮罐头。,一個裝有鯡魚的漂亮罐頭。
foodIskra,军用口粮,軍用口糧
foodIskraDesc,如今，这是一种奢侈。,如今，這是一種奢侈。
foodPeas,一罐豌豆,一罐豌豆
foodPeasDesc,一罐豌豆。你还期待什麽。,一罐豌豆。你還期待什麼。
foodMarrowPurree,一罐南瓜酱,一罐南瓜醬
foodMarrowPurreeDesc,一罐南瓜酱，一种可以与几乎任何东西搭配的小蔬菜珍品，含有令人印象深刻的维生素和矿物质。,一罐南瓜醬，一種可以與幾乎任何東西搭配的小蔬菜珍品，含有令人印象深刻的維他命和礦物質。
foodMRE,野战口粮,野戰口糧
foodMREDesc,MRE野战口粮。大量的卡路里让您尽情享受，趁您还能享受的时候。,MRE野戰口糧。大量的卡路里讓您盡情享受，趁您還能享受的時候。
foodSugar,一包糖,一包糖
foodSugarDesc,一些快速的能量。一份珍贵的款待。,一些快速的能量。一份珍貴的款待。
foorHumpback,座头鲑鱼罐头,座頭鮭魚罐頭
foorHumpbackDesc,如果你喜欢鱼，你一定会喜欢这个。,如果你喜歡魚，你一定會喜歡這個。

foodArmyCracker,军用饼干,軍用餅乾
foodArmyCrackerDesc,俄罗斯军队战斗配给中又硬又干的饼干。俄羅斯軍隊戰鬥配給中又硬又干的餅乾。
foodAlyonka,Alyonka巧克力,Alyonka巧克力
foodAlyonkaDesc,后苏联时代最好的牛奶朱古力，香甜又多脂。,後蘇聯時代最好的牛奶巧克力，香甜又多脂。
foodSlickers,士力架朱古力棒,士力架巧克力棒
foodSlickersDesc,可供快速食用的甜味能量棒，含有均衡的蛋白质、膳食纤维和维他命，就是甜得有点腻。,可供快速食用的甜味能量棒，含有均衡的蛋白質、膳食纖維和維他命，就是甜得有點膩。
foodBeefJerky,袋装牛肉乾,袋裝牛肉乾
foodBeefJerkyDesc,真空包装的牛肉乾。美味可口。,真空包裝的牛肉乾。美味可口。
foodInstantNoodles,袋装方便麵,袋裝泡麵
foodInstantNoodlesDesc,一包方便麵。没有热水？太糟糕了。乾吃吧。,一包泡麵。沒有熱水？太糟糕了。乾吃吧。
foodEmeliaCroutons,Emelya黑麦麵包,Emelya黑麥麵包
foodEmeliaCroutonsDesc,Emelya什锦口味的烤黑麦麵包块曾是青少年和酒鬼们的最爱，可那些人离开了，零食却被遗留了下来。,Emelya什錦口味的烤黑麥麵包塊曾是青少年和酒鬼們的最愛，可那些人離開了，零食卻被遺留了下來。
foodRyeCroutons,黑麦麵包,黑麥麵包
foodRyeCroutonsDesc,以俄罗斯传统的酸酵母黑麦麵包为原料製作的烤麵包块。,以俄羅斯傳統的酸酵母黑麥麵包為原料製作的麵包。

drinkGreenTea,冰绿茶,冰綠茶
drinkGreenTeaDesc,含糖的饮料。您已经很久没有尝过了。,含糖的飲料。您已經很久沒有嘗過了。
drinkTarCola,Tar可乐,Tar可樂
drinkTarColaDesc,一罐过期可乐。让你晚上睡不着。,一罐過期可樂。讓你晚上睡不著。
drinkMaxEnergy,Max Energy能量饮料,Max Energy能量飲料
drinkMaxEnergyDesc,一罐过期的能量饮料，撇开上一次喝荒原的水的话你的身体好久没有这麽富含化学物质了,一罐過期的能量飲料，撇開上一次喝荒原的水的話你的身體好久沒有這麼富含化學物質了
drinkApplejuice,一包苹果汁,一包蘋果汁
drinkApplejuiceDesc,闻起来很奇怪，纸盒很软，感觉很奇怪，但你需要保持维生素。,聞起來很奇怪，紙盒很軟，感覺很奇怪，但你需要保持維他命。
drinkGrandJuice,大果汁包,大果汁包
drinkGrandJuiceDesc,谁不喜欢偶尔喝点果汁呢？,誰不喜歡偶爾喝點果汁呢？
drinkVitaJuice,Vita果汁,Vita果汁
drinkVitaJuiceDesc,富含大量维生素,富含大量維生素
drinkKvass,克瓦斯,克瓦斯
drinkKvassDesc,一种盛行于俄罗斯、乌克兰等东欧国家的一种低度酒精的饮料，口感酸甜，有少量二氧化碳，以黑麦麵包发酵而成。\n以 [D3CE1D]3[-] 为单位制作。,一種盛行於俄羅斯、烏克蘭等東歐國家的一種低度酒精的飲料，口感酸甜，有少量二氧化碳，以黑麥麵包發酵而成。\n以 [D3CE1D]3[-] 為單位製作。
drinkEWR,紧急饮用水,緊急飲用水
drinkMilk,盒装牛奶,盒裝牛奶
drinkPineappleJuice,盒装凤梨汁,盒裝鳳梨汁
drinkRatCola,Rat可乐,Rat可樂
drinkRatColaDesc,限量版 Rat可乐。这款可乐的秘密配方至今仍是个谜。,限量版 Rat可樂。這款可樂的秘密配方至今仍是個謎。

liquorPevkoBeer,Pevko瓶装啤酒,Pevko瓶裝啤酒
liquorPevkoBeerDesc,当缺乏乾淨的饮用水时，别忘了你还有Pevko。淡雅、清爽，可能比河里的水还要安全。\n\n每喝一次酒，都会增加你的属性，且效果可以堆叠，但喝太多酒会有负面的副作用。\n安全饮用上限：[D3CE1D]2[-]\n可担保副作用的饮用上限：[FF4F33]4[-],當缺乏乾淨的飲用水時，別忘了你還有Pevko。淡雅、清爽，可能比河里的水還要安全。\n\n每喝一次酒，都會增加你的屬性，且效果可以堆疊，但喝太多酒會有負面的副作用。\n安全飲用上限：[D3CE1D]2[-]\n可擔保副作用的飲用上限：[FF4F33]4[-]
buffLiquorPevkoBeer,Pevko瓶装啤酒,Pevko瓶裝啤酒
buffLiquorPevkoBeerDesc,提高您的近战能力。,提高您的近戰能力。
liquorVodka,伏特加,伏特加
liquorVodkaDesc,最原始的消毒剂 - 用于伤口、悲伤和世界末日。只是不要和辐射混在一起；我们试过了，结果不太好。\n\n每喝一次酒，都会增加你的属性，且效果可以堆叠，但喝太多酒会有负面的副作用。\n安全饮用上限：[D3CE1D]2[-]\n可担保副作用的饮用上限：[FF4F33]4[-],最原始的消毒劑 - 用於傷口、悲傷和世界末日。只是不要和輻射混在一起；我們試過了，結果不太好。\n\n每喝一次酒，都會增加你的屬性，且效果可以堆疊，但喝太多酒會有負面的副作用。\n安全飲用上限：[D3CE1D]2[-]\n可擔保副作用的飲用上限：[FF4F33]4[-]
buffLiquorVodka,伏特加,伏特加
buffLiquorVodkaDesc,增加你的回復能力。,增加你的回復能力。
liquorDanJackiel,「丹杰奇尔」威士忌,「丹傑奇爾」威士忌
liquorDanJackielDesc,当世界末日来临时，真正的倖存者会伸手拿「丹杰奇尔」威士忌。Navezganes最好的选择——因为如果一切都在燃烧，你的喉咙也该跟着燃烧。(Navezgane位于亚利桑那州。 在阿帕奇语中，「Navezgane」意为「杀死怪物的」)\n\n每喝一次酒，都会增加你的属性，且效果可以堆叠，但喝太多酒会有负面的副作用。\n安全饮用上限：[D3CE1D]2[-]\n可担保副作用的饮用上限：[FF4F33]4[-],當世界末日來臨時，真正的倖存者會伸手拿「丹傑奇爾」威士忌。Navezganes最好的選擇——因為如果一切都在燃燒，你的喉嚨也該跟著燃燒。(Navezgane位於亞利桑那州。 在阿帕奇語中，「Navezgane」意為「殺死怪物的」)\n\n每喝一次酒，都會增加你的屬性，且效果可以堆疊，但喝太多酒會有負面的副作用。\n安全飲用上限：[D3CE1D]2[-]\n可擔保副作用的飲用上限：[FF4F33]4[-]
buffLiquorDanJackiel,「丹杰奇尔」威士忌,「丹傑奇爾」威士忌
buffLiquorDanJackielDesc,增加你的回復能力。,增加你的回復能力。

liquorMoonshine,[BB00FF]私酿烈酒[-],[BB00FF]私釀烈酒[-]
liquorMoonshineDesc,自製的高辛烷值燃料，让你的灵魂和逃生工具都能发挥作用。既可以做为饮料，也可以是燃烧瓶，视您的心情而定。,自製的高辛烷值燃料，讓你的靈魂和逃生工具都能發揮作用。既可以做為飲料，也可以是燃燒瓶，視您的心情而定。

medicalInjectorAdrenaline,肾上腺素注射器,腎上腺素注射器
medicalInjectorAdrenalineDesc,适用于需要快速移动的情况。\n\n相容：[D3CE1D]吗啡注射器[-] & [D3CE1D]Perftoran注射器[-]\n\n使用不相容的注射器可能会导致非常负面甚至[FF4F33]致命[-]的影响。\n以 [D3CE1D]8[-] 为单位制作。,適用於需要快速移動的情況。\n\n相容：[D3CE1D]嗎啡注射器[-] & [D3CE1D]Perftoran注射器[-]\n\n使用不相容的注射器可能會導致非常負面甚至[FF4F33]致命[-]的影響。\n以 [D3CE1D]3[-] 為單位製作。
medicalInjectorMorphine,吗啡注射器,嗎啡注射器
medicalInjectorMorphineDesc,适合在需要维持生命值的情况下使用。强效的止痛药可减少所受到的伤害，让您在受伤后仍能继续战斗。\n\n相容：[D3CE1D]肾上腺素注射器[-] & [D3CE1D]Perftoran注射器[-]\n\n使用不相容的注射器可能会导致非常负面甚至[FF4F33]致命[-]的影响。\n以 [D3CE1D]8[-] 为单位制作。,適合在需要維持生命值的情況下使用。強效的止痛藥可減少所受到的傷害，讓您在受傷後仍能繼續戰鬥。\n\n相容：[D3CE1D]腎上腺素注射器[-] & [D3CE1D]Perftoran注射器[-]\n\n使用不相容的注射器可能會導致非常負面甚至[FF4F33]致命[-]的影響。\n以 [D3CE1D]3[-] 為單位製作。
medicalInjectorPerfortran,Perftoran注射器,Perftoran注射器
medicalInjectorPerfortranDesc,免疫流血状态。副作用会令最大生命值暂时降低，但同时间每秒回復能力会大幅提升，同时会减缓饱食度跟饮水度的下降速度。\n\n相容：[D3CE1D]肾上腺素注射器[-] & [D3CE1D]吗啡注射器[-]\n\n使用不相容的注射器可能会导致非常负面甚至[FF4F33]致命[-]的影响。\n以 [D3CE1D]8[-] 为单位制作。,免疫流血狀態。副作用會令最大生命值暫時降低，但同時間每秒回復能力會大幅提升，同時會減緩飽食度跟飲水度的下降速度。\n\n相容：[D3CE1D]腎上腺素注射器[-] & [D3CE1D]嗎啡注射器[-]\n\n使用不相容的注射器可能會導致非常負面甚至[FF4F33]致命[-]的影響。\n以 [D3CE1D]3[-] 為單位製作。
medicalInjectorPropitalRegenerativeStim,丙酸刺激剂注射器,丙酸刺激劑注射器
medicalInjectorPropitalRegenerativeStimDesc,增加最大生命值，提高每秒回復能力。\n\n相容：[D3CE1D]曲马多注射器[-]\n\n使用不相容的注射器可能会导致非常负面甚至[FF4F33]致命[-]的影响。\n以 [D3CE1D]8[-] 为单位制作。,增加最大生命值，提高每秒回復能力。\n\n相容：[D3CE1D]曲馬多注射器[-]\n\n使用不相容的注射器可能會導致非常負面甚至[FF4F33]致命[-]的影響。\n以 [D3CE1D]3[-] 為單位製作。
medicalInjectorSJ12,曲马多注射器,曲馬多注射器
medicalInjectorSJ12Desc,能够提高物理伤害和耐力。强效的止痛剂，让您能持续进行重度体力活动。\n\n相容：[D3CE1D]丙酸刺激剂注射器[-]\n\n使用不相容的注射器可能会导致非常负面甚至[FF4F33]致命[-]的影响。\n以 [D3CE1D]8[-] 为单位制作。,能夠提高物理傷害和耐力。強效的止痛劑，讓您能持續進行重度體力活動。\n\n相容：[D3CE1D]丙酸刺激劑注射器[-]\n\n使用不相容的注射器可能會導致非常負面甚至[FF4F33]致命[-]的影響。\n以 [D3CE1D]3[-] 為單位製作。
medicalInjector2A2,2A2-(b-TG) 兴奋剂注射器,2A2-(b-TG) 興奮劑注射器
medicalInjector2A2Desc,非常适合需要绝对后座力控制和增强枪械操控能力的场合。\n\n相容：除了[D3CE1D]肾上腺素注射器[-]之外的任何东西都是致命的。\n\n使用不相容的注射器可能会导致非常负面甚至[FF4F33]致命[-]的影响。\n以 [D3CE1D]8[-] 为单位制作。,非常適合需要絕對後座力控制和增強槍械操控能力的場合。\n\n相容：除了[D3CE1D]腎上腺素注射器[-]之外的任何東西都是致命的。\n\n使用不相容的注射器可能會導致非常負面甚至[FF4F33]致命[-]的影響。\n以 [D3CE1D]3[-] 為單位製作。
buffTooltipTrip1,[FF4F33]噢... 发生了什麽事...[-],[FF4F33]噢... 發生了什麼事...[-]
buffTooltipTrip2,[FF4F33]妈的。妈的... 妈的...[-],[FF4F33]媽的。媽的... 媽的...[-]	
medicalInjectorMULE,M.U.L.E. 注射器,M.U.L.E. 注射器
medicalInjectorMULEDesc,在长距离移动时使用来提高身体的各项能力：。\n\n相容： 与其他活性成分没有已知的交叉反应。\n以 [D3CE1D]1[-] 为单位制作。,在長距離移動時使用來提高身體的各項能力：。\n\n相容： 與其他活性成分沒有已知的交叉反應。\n以 [D3CE1D]1[-] 為單位製作。

medicalIFAK,单兵战术急救包,單兵戰術急救包
medicalIFAKDesc,单兵战术急救包，可以治愈你的伤口，却无法治愈你的心灵。,單兵戰術急救包，可以治癒你的傷口，卻無法治癒你的心靈。
medicalSalewa,Salewa急救包,Salewa急救包
medicalSalewaDesc,内含各种有用的医疗用品。,內含各種有用的醫療用品。
medicalCMS,CMS手术包,CMS手術包
medicalCMSDesc,特别适合回復死亡惩罚造成的健康损失,特別適合回復死亡懲罰造成的健康損失
medicalSurv12,[BB00FF]Surv12野战手术包[-],[BB00FF]Surv12野戰手術包[-]
medicalSurv12Desc,配备高级器械的外科手术包，可以大量回復死亡惩罚造成的健康损失。,配備高級器械的外科手術包，可以大量回復死亡懲罰造成的健康損失。
valuableBitcoin,[FFD700]实物比特币（BTC）[-],[FFD700]實物比特幣（BTC）[-]
valuableBitcoinDesc,0.2BTC\n某人的梦想破灭了。无论如何，它是由纯金制成的，这使得它在荒芜的荒地上非常有价值。,0.2BTC\n某人的夢想破滅了。無論如何，它是由純金製成的，這使得它在荒蕪的荒地上非常有價值。
valuableRolex,[FFD700]劳力士[-],[FFD700]勞力士[-]
valuableRolexDesc,在世界末日中，地位的象征不会让你走得太远，所以你最好卖掉它。,在世界末日中，地位的象徵不會讓你走得太遠，所以你最好賣掉它。
valuableSkullring,[FFD700]骷髅戒指[-],[FFD700]骷髏戒指[-]
valuableSkullringDesc,一枚金色骷髅戒指。可能很有价值。,一枚金色骷髏戒指。可能很有價值。
valuableGP,[FFD700]GP[-],[FFD700]GP[-]
valuableGPDesc,看起来像是一枚金色的交易硬币。可能对某些人有价值。,看起來像是一枚金色的交易硬幣。可能對某些人有價值。
valuableG9Coin,[FFD700]G9硬币[-],[FFD700]G9硬幣[-]
valuableG9CoinDesc,这枚神秘的硬币看上去像是经历过几次疯狂的新泽西冒险——翻转它，你可能会听到一个妙语。,這枚神秘的硬幣看起來像是經歷過幾次瘋狂的紐澤西冒險——翻轉它，你可能會聽到一個妙語。
bundleEftResourceNitricAcid,硝酸（1950）,硝酸（1950）
bundleEftResourceNitricAcid_2,硝酸 (780),硝酸 (780)
